	1B	1N	2B	2N	3B	3N	4B	4N	5B	5N	6B	6N	7B	7N	8B	8N
isogroup62079_g3	19	22	40	0	7	27	5	0	14	65	5	49	115	48	201	36	
isogroup62079_g4	41	29	11	0	5	25	2	0	6	22	2	19	75	25	181	35	
isogroup62080_g1	0	2	3	0	0	0	0	0	2	0	3	1	5	2	4	0	
isogroup62081_g2	4	3	5	1	1	1	6	0	7	19	0	7	14	1	55	10	
isogroup62081_g3	12	45	26	25	10	68	9	0	22	82	18	31	40	9	186	38	
isogroup62082_g2	0	0	0	0	0	0	0	0	2	1	0	1	2	1	11	0	
isogroup62082_g3	22	10	133	79	69	227	21	0	46	170	35	234	30	10	38	14	
isogroup62083_g1	71	68	16	13	24	78	14	0	31	65	11	43	89	25	439	94	
isogroup62084_g1	148	263	105	155	36	175	27	0	113	124	24	153	590	187	1157	197	
isogroup62085_g1	29	23	10	7	93	523	55	0	183	292	86	355	45	42	121	22	
isogroup62086_g1	43	31	20	8	14	69	4	0	9	37	19	40	281	90	109	23	
isogroup62087_g10	126	151	64	57	40	126	44	0	60	154	34	263	255	98	802	142	
isogroup62087_g8	136	153	44	93	26	160	5	0	39	69	6	94	166	58	545	90	
isogroup62088_g1	2819	2045	981	911	448	1674	149	0	371	1173	149	900	2532	968	4536	909	
isogroup62088_g4	4	4	0	1	0	58	0	0	0	1	0	7	9	8	51	8	
isogroup62089_g1	131	269	97	91	35	111	68	0	126	158	55	175	392	142	1274	230	
isogroup62090_g1	28	60	7	0	2	26	0	0	0	7	2	0	22	14	156	33	
isogroup62090_g2	5	13	1	12	0	1	0	0	0	0	1	3	0	1	14	0	
isogroup62090_g4	11	6	8	3	0	4	2	0	0	0	4	2	24	0	31	7	
isogroup62091_g1	76	40	29	19	8	23	8	0	17	36	5	20	86	39	369	57	
isogroup62093_g4	16	10	0	5	3	8	1	0	3	2	6	5	67	8	457	58	
isogroup62093_g5	100	126	64	21	25	68	4	0	30	57	11	70	243	77	571	111	
isogroup62093_g9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup62094_g3	52	50	34	30	8	74	2	0	15	40	6	39	88	37	504	101	
isogroup62094_g6	69	118	52	10	10	30	7	0	23	105	14	89	156	77	597	84	
isogroup62095_g1	150	239	250	354	115	444	148	0	173	507	93	385	540	135	5896	762	
isogroup62096_g1	44	30	25	2	6	53	0	0	22	40	9	36	124	26	290	39	
isogroup62097_g1	292	477	208	106	69	385	59	0	186	316	106	607	1510	540	3732	731	
isogroup62098_g1	90	104	55	36	16	76	21	0	14	66	7	56	165	68	360	109	
isogroup62099_g1	107	149	49	76	14	90	9	0	16	72	11	41	231	62	514	85	
isogroup62099_g2	37	53	49	50	6	116	10	0	38	35	19	52	132	55	462	79	
isogroup62099_g3	2	2	11	16	5	1	1	0	5	8	2	8	15	2	85	3	
isogroup620_g1	0	2	1	2	0	1	1	0	2	17	0	4	0	0	12	0	
isogroup62100_g1	19	24	10	11	6	12	5	0	12	17	8	18	74	13	210	38	
isogroup62100_g2	130	127	4	1	7	5	1	0	7	43	1	7	231	84	57	21	
isogroup62100_g9	14	23	13	24	13	25	3	0	2	16	2	17	33	8	208	22	
isogroup62101_g1	21	24	71	26	14	42	21	0	16	29	16	20	97	21	234	32	
isogroup62102_g1	11	11	1	8	1	18	0	0	3	2	0	5	44	15	53	19	
isogroup62102_g2	30	53	24	38	28	88	8	0	21	67	12	53	91	47	574	91	
isogroup62102_g3	12	2	4	5	0	6	0	0	0	4	0	5	9	4	76	9	
isogroup62102_g4	10	8	0	0	0	12	1	0	2	0	2	0	2	0	8	0	
isogroup62103_g1	49	81	31	44	20	55	26	0	70	51	28	111	158	38	356	73	
isogroup62105_g1	313	344	196	238	99	312	30	1	131	238	50	527	973	328	2104	310	
isogroup62106_g1	36	16	33	6	5	61	3	0	7	31	1	27	13	2	5	0	
isogroup62106_g3	70	71	44	19	29	32	9	0	49	32	9	46	207	40	451	40	
isogroup62106_g6	9	14	25	9	2	72	4	0	20	18	7	51	56	21	346	30	
isogroup62107_g1	485	576	592	489	138	1372	130	2	148	526	76	1206	634	433	6637	909	
isogroup62107_g2	0	0	1	5	0	0	0	0	0	0	0	2	2	4	6	0	
isogroup62108_g1	139	190	65	58	32	110	25	0	64	184	16	137	228	137	1320	164	
isogroup62110_g1	0	2	0	3	0	6	0	0	0	3	0	2	0	0	1	4	
isogroup62110_g2	267	454	204	379	85	491	10	1	96	287	53	274	411	194	1299	217	
isogroup62110_g3	29	47	0	0	1	19	0	0	0	1	1	5	30	12	109	14	
isogroup62111_g1	504	734	135	105	63	280	36	0	223	174	67	318	1370	479	4147	672	
isogroup62112_g1	258	223	173	48	52	172	20	0	60	214	17	220	565	258	703	145	
isogroup62113_g1	65	42	19	61	7	64	4	0	19	21	3	35	85	48	412	48	
isogroup62114_g1	23	28	6	11	11	27	4	0	5	14	3	37	51	13	166	21	
isogroup62114_g3	0	1	2	0	0	0	0	0	2	0	0	0	0	0	9	3	
isogroup62114_g4	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	2	
isogroup62115_g1	151	195	123	81	113	605	38	0	192	417	50	196	484	183	1343	197	
isogroup62116_g1	13	32	22	13	16	50	9	0	13	33	8	43	38	24	295	29	
isogroup62117_g10	3	1	9	31	1	13	2	0	3	13	1	14	10	9	61	7	
isogroup62117_g2	1	1	1	0	0	0	0	0	3	6	1	0	3	0	15	0	
isogroup62117_g3	31	19	10	9	1	13	5	0	3	12	4	9	29	6	116	18	
isogroup62117_g6	42	34	34	20	18	129	3	0	17	75	6	41	88	30	270	42	
isogroup62118_g1	50	24	837	604	26	64	32	0	8	36	29	180	1257	310	2035	331	
isogroup62119_g1	17	35	12	5	5	4	3	0	7	13	2	28	78	18	244	47	
isogroup62121_g4	8	7	2	2	6	4	0	0	5	20	0	4	7	0	48	19	
isogroup62121_g6	11	20	7	26	9	38	5	0	6	47	8	48	99	28	345	58	
isogroup62121_g7	49	60	56	76	17	110	11	0	33	83	11	100	86	31	414	75	
isogroup62123_g1	157	199	42	24	13	82	11	0	77	17	11	68	347	106	986	138	
isogroup62124_g1	460	637	158	120	81	338	28	0	107	324	52	347	814	272	2470	459	
isogroup62126_g1	51	66	71	29	3	84	5	0	11	81	17	47	127	34	651	72	
isogroup62127_g1	69	74	64	50	12	161	4	0	18	49	2	23	112	58	900	142	
isogroup62128_g1	360	318	35	49	17	262	17	0	53	94	20	102	363	97	1226	163	
isogroup62129_g1	34	12	48	62	12	58	4	0	6	54	2	46	109	20	314	74	
isogroup62129_g2	12	17	14	5	10	80	7	0	9	33	14	58	83	14	186	42	
isogroup62130_g1	34	56	38	21	9	76	13	0	17	26	9	43	74	32	294	32	
isogroup62132_g1	58	95	138	78	30	156	39	0	57	166	58	231	190	63	614	103	
isogroup62133_g1	47	72	16	22	7	59	7	0	19	50	7	31	77	16	262	46	
isogroup62134_g3	0	2	0	0	0	0	0	0	1	1	0	0	0	0	2	0	
isogroup62134_g5	10	15	7	8	1	28	2	0	3	9	2	11	23	6	57	13	
isogroup62134_g6	0	1	0	0	0	0	0	0	1	4	0	1	0	0	0	0	
isogroup62134_g7	0	1	0	0	0	0	0	0	1	0	0	0	1	0	5	0	
isogroup62135_g1	1182	1470	582	578	261	1340	164	0	446	839	199	1657	3667	1277	7688	1286	
isogroup62138_g1	184	223	77	62	37	102	26	0	106	211	30	245	480	190	1192	219	
isogroup62139_g3	148	148	65	87	25	181	15	0	52	226	25	153	505	144	1196	198	
isogroup62140_g3	10	18	6	1	0	0	0	0	2	14	1	5	45	25	154	15	
isogroup62141_g2	111	147	75	56	35	170	31	0	42	91	11	140	290	80	768	119	
isogroup62142_g3	73	77	38	56	20	69	34	0	38	46	22	87	209	65	391	53	
isogroup62143_g1	132	158	83	36	21	96	24	1	64	111	13	143	280	100	792	123	
isogroup62144_g2	118	282	215	145	109	379	28	1	147	130	45	174	1077	299	3850	358	
isogroup62144_g4	90	187	72	71	19	149	11	0	30	118	20	115	353	79	1176	192	
isogroup62144_g5	99	65	125	155	73	282	25	0	58	308	16	97	403	172	665	153	
isogroup62145_g2	32	33	19	2	13	6	0	0	3	17	0	15	46	8	236	57	
isogroup62145_g3	65	66	46	63	16	89	7	0	22	57	9	70	129	53	429	87	
isogroup62146_g1	20	35	1	1	0	21	2	0	4	3	5	7	7	12	94	14	
isogroup62147_g1	69	130	56	44	18	131	4	0	88	92	21	101	360	116	1214	158	
isogroup62149_g4	72	107	38	10	13	56	1	0	17	51	10	59	191	69	701	92	
isogroup62150_g3	244	179	90	107	9	86	5	0	12	58	3	89	299	141	490	149	
isogroup62151_g1	124	186	246	181	2	6	13	1	63	220	21	105	251	64	2599	378	
isogroup62152_g1	40	45	42	26	17	37	23	0	42	50	24	88	106	30	469	49	
isogroup62153_g1	104	131	156	84	12	120	6	0	152	168	32	127	722	273	589	131	
isogroup62154_g6	19	47	9	10	3	2	9	0	3	2	1	7	96	24	272	52	
isogroup62155_g1	18	30	10	5	1	20	0	0	6	26	8	23	28	15	153	14	
isogroup62156_g1	347	496	213	165	81	520	21	1	90	201	55	249	757	169	1434	278	
isogroup62157_g1	43	80	71	61	9	51	16	0	35	144	49	304	47	6	188	59	
isogroup62158_g1	4	12	13	10	0	27	0	0	2	11	3	0	23	10	52	4	
isogroup62159_g1	31	139	5	0	5	50	3	0	0	10	2	42	119	121	93	25	
isogroup62159_g3	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	
isogroup62159_g4	138	318	319	103	70	383	81	0	137	666	68	440	505	286	1232	166	
isogroup62159_g5	12	6	13	15	2	34	4	0	4	10	3	16	29	16	123	6	
isogroup6215_g1	0	3	0	0	2	0	0	0	0	0	1	1	5	1	1	1	
isogroup62160_g1	1	2	1	0	0	3	0	0	0	8	1	5	5	1	31	7	
isogroup62160_g2	0	0	2	0	0	10	0	0	0	3	0	0	3	0	16	0	
isogroup62161_g3	96	99	25	11	3	45	4	0	28	60	7	55	158	97	931	227	
isogroup62161_g5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	1	
isogroup62162_g1	15	22	16	9	1	37	0	0	9	12	4	25	31	4	143	33	
isogroup62163_g1	183	186	54	55	43	216	10	0	42	96	11	164	381	129	838	151	
isogroup62164_g1	2	3	3	0	0	0	7	0	8	5	1	13	1	0	7	0	
isogroup62164_g3	3	0	4	0	0	1	0	0	0	3	0	1	5	1	26	3	
isogroup62165_g1	468	372	640	377	235	623	84	1	322	762	131	660	1954	731	5298	854	
isogroup62166_g1	246	301	203	222	76	264	45	0	200	301	43	358	850	301	1530	316	
isogroup62167_g1	291	304	181	93	70	302	21	0	126	233	43	318	720	200	2117	310	
isogroup62168_g3	447	562	286	230	96	411	42	0	138	278	48	431	896	393	3122	492	
isogroup62168_g4	23	40	19	31	10	36	1	0	22	33	12	48	13	25	278	43	
isogroup62168_g5	27	22	15	5	8	20	2	0	5	8	2	0	41	13	45	12	
isogroup62170_g1	72	104	50	82	31	146	15	0	51	107	24	137	414	129	914	183	
isogroup62171_g1	50	67	4	1	12	7	1	0	3	20	3	23	80	22	143	16	
isogroup62172_g3	139	236	138	65	47	242	27	0	51	184	19	152	377	95	948	161	
isogroup62173_g1	68	159	71	26	21	81	15	0	40	82	28	104	123	55	480	68	
isogroup62173_g3	40	44	33	12	21	108	3	0	13	54	6	29	113	37	230	59	
isogroup62174_g3	1	9	7	5	6	2	7	0	15	8	8	11	37	9	93	5	
isogroup62174_g4	2	2	8	11	6	15	0	0	3	2	0	2	35	9	142	11	
isogroup62174_g7	6	8	0	0	0	0	0	0	0	0	0	0	15	3	8	0	
isogroup62175_g1	402	361	261	161	81	508	21	0	121	459	27	325	675	272	1608	283	
isogroup62176_g1	137	225	99	108	17	69	20	0	49	79	14	194	388	179	1018	197	
isogroup62176_g2	86	121	29	36	15	123	21	0	19	99	18	138	144	44	871	135	
isogroup62178_g1	164	351	157	157	111	401	93	0	214	318	66	331	498	91	1534	236	
isogroup62179_g1	27	10	3	1	0	1	2	0	6	4	2	6	3	4	72	12	
isogroup62180_g1	32	95	15	11	9	19	1	0	5	35	6	76	71	80	179	45	
isogroup62180_g6	13	34	17	18	6	34	3	0	11	61	9	34	41	33	254	25	
isogroup62181_g3	371	520	209	144	81	201	96	0	190	203	111	301	906	340	2725	343	
isogroup62182_g1	67	66	77	65	15	44	3	0	23	68	6	37	22	14	293	52	
isogroup62182_g4	25	16	8	18	11	7	3	0	3	20	1	18	46	25	168	27	
isogroup62183_g1	55	76	15	26	14	55	5	0	12	28	3	33	143	58	396	55	
isogroup62184_g1	15	31	1	0	0	1	0	0	1	2	1	10	89	11	84	15	
isogroup62186_g1	1	0	11	0	1	17	0	0	7	4	1	3	25	2	42	7	
isogroup62186_g2	5	10	0	13	5	39	1	0	15	44	0	17	53	3	161	18	
isogroup62187_g5	37	37	14	14	7	37	2	0	7	29	9	50	51	34	332	53	
isogroup62188_g2	5	11	4	12	0	12	3	0	9	27	17	33	83	23	141	12	
isogroup62189_g2	9	10	4	1	8	23	8	0	23	36	14	40	34	16	77	11	
isogroup62190_g1	386	545	161	168	73	473	50	0	149	383	65	439	1063	410	2361	357	
isogroup62191_g1	250	270	161	152	56	271	15	0	82	205	42	282	546	176	1313	217	
isogroup62191_g4	37	51	81	59	8	32	12	0	33	138	15	66	121	41	360	59	
isogroup62192_g4	44	61	10833	8722	33	36	17	2	1230	8251	11	8	57	45	151	40	
isogroup62193_g1	21	21	4	7	6	13	3	0	13	16	4	20	30	11	94	33	
isogroup62194_g3	17	14	16	25	3	22	4	0	8	21	5	16	29	6	100	12	
isogroup62195_g1	86	73	22	28	15	82	3	0	19	48	10	95	175	99	497	134	
isogroup62195_g4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
isogroup62196_g1	798	1050	371	274	123	687	48	0	247	563	87	595	1802	656	4322	790	
isogroup62196_g7	7	0	2	0	0	2	0	0	0	0	0	4	3	5	11	1	
isogroup62197_g5	63	79	19	27	11	70	3	0	18	47	6	46	123	36	474	63	
isogroup62198_g4	13	12	11	0	14	14	5	0	6	32	5	25	29	13	86	11	
isogroup62199_g1	38	49	30	35	7	50	1	0	25	72	13	43	55	25	232	67	
isogroup62199_g2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	
isogroup62199_g3	13	31	24	6	2	0	1	0	0	2	0	3	13	2	156	21	
isogroup62203_g1	7	9	8	1	0	8	3	0	3	3	4	38	9	2	69	6	
isogroup62204_g1	19	15	0	11	1	17	1	0	1	11	3	8	38	9	111	31	
isogroup62204_g3	2	1	5	2	1	0	1	0	0	2	0	26	7	1	10	0	
isogroup62204_g4	2	14	4	3	2	34	0	0	1	4	3	8	40	8	92	8	
isogroup62205_g1	4	4	11	3	4	12	2	0	12	3	2	16	24	14	82	5	
isogroup62207_g1	657	899	186	235	135	698	85	1	260	560	81	664	938	500	3827	704	
isogroup62208_g2	51	63	7	2	11	13	7	0	9	4	6	21	106	45	343	92	
isogroup62210_g1	29	42	5	0	0	3	13	0	9	14	2	22	2	1	49	11	
isogroup62211_g1	20	25	6	10	3	25	3	0	11	28	8	17	39	5	156	19	
isogroup62211_g3	5	16	0	2	0	19	1	0	0	2	0	3	2	1	49	1	
isogroup62212_g1	0	4	5	4	0	13	1	0	2	0	2	4	11	0	44	4	
isogroup62212_g2	4	16	9	10	3	9	3	0	3	18	2	4	15	6	32	4	
isogroup62213_g1	10	13	3	16	3	22	2	0	9	10	7	13	18	6	49	10	
isogroup62214_g2	93	164	66	58	52	150	33	0	115	164	46	225	400	164	889	121	
isogroup62215_g3	252	338	144	105	41	142	21	2	103	192	34	213	642	273	2411	232	
isogroup62215_g4	1641	1645	665	619	219	921	113	0	333	904	158	1192	3247	801	9176	1328	
isogroup62218_g1	8	11	8	1	3	1	0	0	2	13	0	4	10	7	49	7	
isogroup62218_g2	70	118	56	74	16	81	20	0	30	54	13	64	291	70	1061	120	
isogroup62218_g3	1	5	0	0	0	0	0	0	2	5	3	2	5	0	6	2	
isogroup62219_g1	51	84	22	10	18	104	7	0	49	75	16	74	174	28	938	165	
isogroup62219_g2	56	66	19	12	20	50	2	0	12	31	7	37	151	25	294	39	
isogroup62219_g4	24	6	0	2	0	0	0	0	2	2	0	17	10	4	86	16	
isogroup6221_g1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	
isogroup62220_g3	98	113	27	6	19	99	8	0	37	104	27	90	123	53	793	90	
isogroup62220_g5	0	0	4	0	0	9	0	0	0	10	0	1	0	1	8	0	
isogroup62220_g6	341	486	112	100	82	312	64	0	184	83	72	211	918	200	2237	305	
isogroup62221_g2	3	10	4	0	1	4	1	0	7	1	3	4	5	2	28	6	
isogroup62222_g2	34	42	24	31	8	38	8	0	16	30	17	37	59	20	468	66	
isogroup62222_g4	1	2	0	0	0	0	0	0	0	0	0	1	5	1	5	2	
isogroup62223_g1	82	93	51	55	6	36	8	0	21	75	18	115	134	52	673	71	
isogroup62223_g3	52	62	137	110	190	554	75	0	58	267	75	304	429	158	4059	394	
isogroup62224_g1	12	1	3	0	0	1	1	0	0	0	0	0	0	0	20	1	
isogroup62224_g2	18	67	84	30	21	57	7	0	16	32	7	70	84	102	174	36	
isogroup62224_g3	344	661	212	266	140	796	95	0	242	241	61	430	1037	449	4838	767	
isogroup62224_g4	53	50	12	15	8	42	3	0	18	25	0	2	7	2	24	12	
isogroup62225_g1	212	230	126	97	49	331	40	0	77	190	35	226	367	153	1629	234	
isogroup62226_g1	939	737	94	67	48	103	17	0	72	121	34	219	549	183	3479	605	
isogroup62227_g7	10	9	13	13	6	21	1	0	11	18	1	42	36	7	88	17	
isogroup62228_g1	208	241	137	139	38	233	11	0	39	125	9	126	598	264	780	168	
isogroup62229_g1	5	12	2	0	0	3	0	0	6	2	0	3	10	2	87	9	
isogroup62229_g2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	
isogroup62230_g2	98	146	51	59	25	125	15	0	57	74	10	102	308	125	971	159	
isogroup62231_g1	22	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
isogroup62232_g1	173	198	64	22	24	130	16	0	59	50	26	197	464	187	1003	211	
isogroup62232_g2	129	131	74	75	22	147	26	0	38	49	16	94	245	57	627	116	
isogroup62232_g3	8	14	1	0	3	8	0	0	2	20	0	11	97	19	162	18	
isogroup62233_g1	5	16	0	1	0	0	0	0	0	0	0	2	21	2	99	10	
isogroup62233_g2	4	3	0	0	0	0	0	0	0	0	0	2	17	5	8	2	
isogroup62235_g2	28	30	8	13	3	19	2	0	10	9	1	4	77	15	180	35	
isogroup62235_g3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup62235_g4	148	124	46	25	16	40	8	0	11	65	10	63	309	71	513	53	
isogroup62236_g1	3	1	0	0	7	24	3	0	1	2	0	2	29	6	172	24	
isogroup62236_g2	96	176	77	72	33	170	12	0	45	118	16	273	129	53	417	90	
isogroup62237_g1	549	624	507	335	138	566	39	0	211	483	87	640	1200	494	2851	484	
isogroup62238_g1	58	97	44	5	10	92	7	0	9	101	2	63	132	66	402	73	
isogroup62239_g2	84	111	63	43	17	85	17	0	40	88	23	125	200	70	609	80	
isogroup62239_g7	7	9	3	3	1	5	2	0	6	0	0	8	7	2	57	12	
isogroup6223_g1	1	3	2	0	0	0	5	0	2	0	0	1	7	1	15	1	
isogroup62240_g1	150	192	102	79	64	133	61	0	162	167	106	132	382	122	1547	224	
isogroup62241_g2	159	164	23	38	5	31	0	0	2	32	4	12	70	26	127	32	
isogroup62242_g2	232	504	379	278	106	327	86	0	214	312	102	533	543	185	3494	469	
isogroup62242_g3	1746	2261	1177	645	386	1567	208	1	454	1280	270	1726	2342	823	10497	1512	
isogroup62243_g3	12	69	4	26	0	36	1	0	2	19	2	44	79	85	40	19	
isogroup62244_g1	20	9	13	18	0	3	10	0	0	6	4	1	9	3	49	13	
isogroup62246_g2	13	28	12	11	7	22	5	0	8	30	6	28	24	17	119	19	
isogroup62247_g2	107	87	35	28	15	57	10	0	16	68	5	60	235	43	619	66	
isogroup62249_g1	209	214	103	78	26	247	6	0	29	110	24	171	351	140	1363	212	
isogroup62251_g1	660	899	101	24	33	83	7	0	21	54	2	32	1476	523	9060	1392	
isogroup62252_g1	18	45	6	7	3	5	3	0	27	48	7	8	151	44	339	34	
isogroup62252_g2	26	35	49	44	19	91	4	0	15	38	3	32	102	27	417	94	
isogroup62254_g1	28	34	21	24	33	90	5	0	53	115	9	42	56	7	98	28	
isogroup62254_g2	69	46	38	44	30	101	4	0	26	78	14	91	119	37	258	59	
isogroup62256_g2	25	21	5	1	4	1	9	0	6	12	3	15	32	17	87	18	
isogroup62256_g3	61	37	27	26	6	102	9	0	19	47	8	67	115	36	279	54	
isogroup62257_g1	4	10	0	3	1	2	2	0	0	13	0	5	7	4	54	4	
isogroup62257_g2	32	31	26	25	21	68	7	0	30	26	7	90	54	23	283	18	
isogroup62258_g3	189	226	62	48	16	96	19	0	88	65	27	101	418	138	844	105	
isogroup62259_g3	147	143	53	56	11	120	36	0	96	142	80	217	644	165	1543	184	
isogroup62259_g4	25	14	15	5	0	0	0	0	10	23	3	19	198	75	222	46	
isogroup62260_g1	169	181	176	200	25	197	17	0	57	229	15	276	418	194	1112	227	
isogroup62260_g2	56	68	58	81	29	177	38	0	54	160	31	159	277	56	1025	146	
isogroup62261_g3	52	52	23	26	9	87	11	0	21	62	9	84	169	47	283	62	
isogroup62261_g4	199	276	97	106	42	507	24	0	87	172	49	212	634	116	2097	227	
isogroup62261_g5	127	125	51	39	25	113	17	0	24	113	22	108	267	117	696	134	
isogroup62261_g8	9	7	0	0	0	0	0	0	2	0	0	0	2	0	77	4	
isogroup62261_g9	140	156	103	99	26	142	15	0	27	109	10	121	316	106	932	188	
isogroup62262_g1	7	6	23	20	3	43	0	0	9	29	6	38	44	11	118	12	
isogroup62263_g1	270	285	38	32	28	152	8	0	82	77	34	134	724	224	1946	226	
isogroup62263_g2	151	229	63	38	34	52	15	0	69	99	24	157	547	187	1212	236	
isogroup62264_g1	218	133	60	95	39	220	12	0	34	69	30	211	262	87	572	98	
isogroup62265_g2	47	89	31	29	7	38	3	0	5	23	5	24	51	18	178	29	
isogroup62266_g2	42	38	40	71	6	65	0	2	15	24	4	34	171	79	383	62	
isogroup62267_g1	54	100	76	65	51	150	85	0	55	99	53	187	214	46	618	75	
isogroup62268_g1	362	553	231	246	149	476	53	0	200	485	99	687	1283	401	2886	495	
isogroup62269_g3	16	18	19	15	3	9	0	0	11	85	1	43	27	17	131	14	
isogroup62269_g8	82	82	58	40	17	60	1	0	24	79	6	73	115	34	204	41	
isogroup62270_g1	43	31	6	12	0	52	5	0	23	23	9	27	52	13	176	33	
isogroup62270_g2	77	62	14	16	3	60	8	0	15	27	7	43	145	67	466	89	
isogroup62270_g3	47	53	36	27	3	42	3	0	16	46	8	44	83	43	252	39	
isogroup62271_g1	12	27	18	1	10	45	0	0	7	10	0	20	43	12	94	9	
isogroup62271_g2	6	3	5	2	2	10	1	0	8	21	4	14	12	5	87	9	
isogroup62271_g4	69	88	41	21	8	26	4	0	6	58	8	113	67	46	370	55	
isogroup62274_g1	34	29	0	0	4	6	11	0	0	18	5	16	47	28	449	116	
isogroup62274_g3	8	0	0	0	0	0	0	0	1	6	0	1	1	5	44	7	
isogroup62275_g1	0	1	186	56	36	70	21	0	12	45	21	109	82	61	234	40	
isogroup62276_g3	46	62	19	9	10	45	14	0	5	43	9	48	89	32	260	37	
isogroup62276_g7	4	4	13	9	1	41	0	0	1	4	5	24	16	4	44	2	
isogroup62278_g1	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	
isogroup62278_g2	28	40	135	47	9	58	12	0	43	57	22	63	139	43	662	67	
isogroup62279_g4	72	99	77	107	55	175	22	0	42	160	18	151	223	90	873	191	
isogroup62279_g5	35	46	12	12	6	107	29	0	31	72	8	87	75	32	329	46	
isogroup62281_g1	213	185	70	51	62	271	17	0	75	179	33	169	528	169	1307	244	
isogroup62281_g3	10	19	15	13	12	11	4	0	12	25	4	36	25	4	78	9	
isogroup62282_g1	203	289	155	97	55	401	37	0	42	247	36	237	561	314	1627	288	
isogroup62282_g3	14	11	7	0	0	5	5	0	6	4	0	25	23	8	46	7	
isogroup62282_g5	4	10	2	0	1	0	0	0	1	2	0	1	0	3	22	2	
isogroup62283_g1	25	21	2	0	2	3	0	0	5	17	5	38	44	14	198	35	
isogroup62283_g2	0	0	0	0	0	1	0	0	0	0	1	2	2	2	6	0	
isogroup62284_g1	3	6	0	0	0	17	0	0	1	10	3	13	0	2	27	1	
isogroup62284_g3	7	20	0	0	1	0	4	0	2	0	3	8	11	3	48	15	
isogroup62284_g4	23	22	10	29	1	31	1	0	2	11	2	13	41	19	206	34	
isogroup62286_g1	29	14	21	9	4	28	2	0	2	32	5	8	30	8	81	15	
isogroup62287_g1	33	47	30	15	3	14	5	0	13	30	6	30	86	17	162	38	
isogroup62288_g1	352	371	188	138	91	286	47	0	162	223	77	315	884	250	1810	294	
isogroup62289_g1	5	9	11	11	3	3	1	0	4	4	1	11	45	21	61	10	
isogroup62289_g2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
isogroup62291_g2	33	33	24	9	10	135	5	0	2	72	18	75	113	35	214	33	
isogroup62291_g5	28	30	19	5	13	71	0	0	17	35	16	21	76	27	229	40	
isogroup62291_g6	53	54	41	9	7	43	0	0	12	45	8	51	111	30	217	27	
isogroup62292_g1	14	15	1	4	0	34	0	0	14	16	1	13	34	17	181	22	
isogroup62293_g1	10	33	23	9	5	24	1	0	9	23	2	35	80	27	335	38	
isogroup62296_g2	684	882	261	301	130	739	79	0	268	335	82	735	2101	782	5373	942	
isogroup62296_g3	3	38	15	17	2	6	3	0	3	7	4	34	31	10	173	19	
isogroup62296_g4	1	2	6	1	1	0	0	0	0	0	0	5	4	1	7	5	
isogroup62296_g5	8	12	8	6	2	1	0	0	3	13	0	0	4	5	24	6	
isogroup62297_g2	107	98	32	41	23	137	13	0	42	96	13	127	235	101	786	134	
isogroup62298_g1	32	62	49	17	8	65	8	0	37	68	24	59	133	35	466	44	
isogroup62298_g2	2	1	0	7	0	9	1	0	3	1	2	1	8	3	51	9	
isogroup62299_g1	106	152	23	13	32	122	29	0	10	27	6	106	79	46	1824	394	
isogroup62300_g2	21	24	53	8	1	4	1	0	23	65	2	7	45	29	323	64	
isogroup62300_g3	26	47	28	40	9	32	15	0	17	60	14	63	56	19	168	36	
isogroup62301_g4	16	9	1	8	0	0	0	0	0	1	0	4	9	0	0	0	
isogroup62302_g1	69	59	48	41	11	54	7	1	32	39	17	63	114	45	273	51	
isogroup62302_g2	44	28	11	22	3	29	0	0	3	16	4	23	75	34	154	32	
isogroup62302_g3	12	14	0	5	0	2	4	0	2	5	5	32	41	32	59	12	
isogroup62303_g1	149	152	72	62	29	92	29	0	89	82	47	113	401	55	970	142	
isogroup62304_g1	68	66	36	71	4	89	4	0	8	18	6	57	72	36	278	52	
isogroup62305_g1	75	78	20	24	8	97	14	0	20	43	5	82	203	96	394	100	
isogroup62305_g4	211	251	100	50	52	267	14	0	58	126	16	202	527	195	1165	299	
isogroup62306_g2	37	42	29	8	11	98	4	0	19	56	7	32	64	29	248	22	
isogroup62306_g3	3	14	1	0	2	15	3	0	9	10	1	11	10	2	64	19	
isogroup62306_g4	3	1	0	0	0	1	0	0	1	0	0	0	6	0	8	2	
isogroup62308_g2	42	72	10	20	3	23	3	0	6	8	3	27	112	55	360	65	
isogroup62309_g1	7	7	4	2	0	11	1	0	1	4	1	10	15	3	46	4	
isogroup62310_g3	23	31	13	8	1	17	0	0	1	14	0	26	24	9	131	23	
